task,step,sent_signal,noise_feedback,phase_error,lattice_distance_a,x,y,z,vx,vy,vz,speed,curvature,energy_drift
I_accum,0,0.040589770588235284,0.0019715015067649447,0.81595200315348015,15231874.10059328,-5.188476470588231E-05,-4.9750705882353088E-05,0.00058623258823529414,3.9562999999999994E-05,-0.00026753282352941145,-0.00044327417647058832,0.00051926008720129589,43.43293588235295,0
I_accum,10,0.0405984705882353,0.0015246040421349235,0.72690042902175056,35056.121332536692,4.0267216470588222E-07,-1.4094000000000025E-07,-9.8619058823529546E-08,-2.3608620294117651E-06,2.2460732352941208E-07,2.0722144117647059E-07,2.3805584843444903E-06,0.00082281823529411775,0.00021433971845441886
I_accum,20,0.04058657647058822,0.0012545594375528559,0.92247605511024777,27108.350216081137,-9.3970058823529431E-07,-3.2776352941176453E-07,1.9081000000000013E-07,-1.3516088235294161E-07,3.3433823529411739E-08,3.8592352941176569E-08,1.4448409732478488E-07,0.00017038258823529409,7.8692675538016081E-05
I_accum,30,0.0405454,0.0010888574219309484,0.60542753089823509,39213.991565957469,-1.7823999411764719E-06,2.3412507058823537E-07,5.59896294117647E-07,1.0844058823528961E-08,8.84260588235296E-08,1.7601576470588157E-08,9.0810665591000014E-08,9.7864558823529426E-05,0.0010931470563213112
I_accum,40,0.04045914705882353,0.000973518561562071,0.758573333664459,58151.018585726808,-1.1413994117647061E-06,1.1207582352941173E-06,4.9083000000000043E-07,1.3791676470588213E-07,5.8516764705881985E-08,-4.048499999999977E-08,1.5519111109719265E-07,0.0001066637,0.0032181391399541356
I_accum,50,0.040318670588235295,0.000884572275336582,0.81196702554293954,62065.3584599209,2.2554529411764677E-07,1.3721981764705877E-06,-4.5098588235294179E-08,1.0807920588235277E-07,-1.970020588235348E-08,-5.4132588235294212E-08,1.2247264986526185E-07,0.0001218317,0.0066790227210244812
I_accum,60,0.040121699999999996,0.00081719451478824289,0.71427435171912146,59455.222454285889,1.0052835294117647E-06,9.8921E-07,-5.0580947058823551E-07,5.565132352941209E-08,-5.5205882352941285E-08,-3.7990794117647139E-08,8.7109469603663318E-08,9.9867688235294138E-05,0.011531737712529843
I_accum,70,0.03987047647058823,0.00076807747005103665,0.71247810455549487,60494.527397623817,1.2435647058823542E-06,5.5541764705882323E-07,-7.7042764705882325E-07,4.4623529411761432E-09,-4.6380000000000234E-08,-2.1444411764706029E-08,5.1292102605624461E-08,9.9117117647058822E-05,0.017721068811744813
I_accum,80,0.039569641176470591,0.00072932314511469948,0.6789241274392771,74001.737980446967,1.4182347058823536E-06,1.6176529411764711E-07,-1.0257311764705882E-06,9.1246176470580878E-09,-5.1740882352941512E-08,-2.4478529411764609E-08,5.7961849142591744E-08,0.00013070926470588236,0.025132672517749498
I_accum,90,0.0392249294117647,0.00069656352377012794,0.71254041077574659,106049.53476248586,1.6737392941176454E-06,-5.4230999999999994E-07,-1.271547647058823E-06,1.3714117647058355E-08,-9.0799647058823641E-08,-9.31335294117643E-09,9.230054968336439E-08,0.00011439153529411765,0.033625249827506545
I_accum,100,0.038842311764705872,0.00067102115443992238,0.64211362602896682,152186.00734390476,1.2925000000000001E-06,-1.6954529411764719E-06,-9.6951764705882258E-07,-1.0132823529411782E-07,-1.2486823529411719E-07,8.004294117647031E-08,1.7962839387320425E-07,0.00017007227647058824,0.043051704855801891
I_accum,110,0.038427552941176474,0.00064603172158503015,0.75911792438914838,199107.44833563245,-3.4194352941176478E-07,-2.5686917647058803E-06,3.882817647058824E-07,-2.2217588235294109E-07,-1.9519411764707049E-08,1.8256205882352875E-07,2.882221980639827E-07,0.00022701162352941178,0.053270013989325606
I_accum,120,0.03798601764705882,0.00062302998936412393,0.64480798970874675,246394.75199089525,-2.7086164705882305E-06,-1.8262870588235295E-06,2.3230064705882347E-06,-2.0759029411764872E-07,1.8306400000000165E-07,1.7267529411764632E-07,3.2622525271117221E-07,0.00034106258823529407,0.064148008314468069
I_accum,130,0.03752252352941176,0.00060267264429079872,0.77496337634010792,303539.11366479163,-3.9320823529411785E-06,8.673841176470593E-07,3.2959647058823492E-06,5.917352941175649E-09,3.0976205882352989E-07,-5.4224117647052251E-09,3.0986602056658041E-07,0.00059618005882352946,0.075566996668676667
I_accum,140,0.037041347058823532,0.00058370841582580614,0.72462832181840775,388548.17529179744,-2.1551941764705884E-06,4.3045882352941212E-06,1.7133170588235314E-06,3.5894411764705759E-07,3.9508058823529445E-07,-3.4991117647058664E-07,6.3825338401985856E-07,0.0026671232941176464,0.087421620718404439
I_accum,150,0.036546270588235286,0.0005662113640890064,0.80647981932694091,10816631.271836584,4.3915411764705864E-05,7.3676588235294219E-05,-0.00022460364705882371,-5.6720052941176493E-05,0.00014692771470588232,-0.0001231302823529411,0.0001999149423796481,240.43925882352937,0.099618695582674291
I_accum,159,0.036091517647058813,0.00055217072301322388,0.68213503660051444,2435205.2062347657,-2.2998641176470576E-05,1.8302688235294098E-05,9.8868235294117631E-06,7.0703058823529093E-06,3.8156470588234954E-06,-4.727817647058857E-06,9.3220516760734425E-06,0.17057290764705879,0.11082232976404806
