task,freq_norm,amp_norm,volt_norm,curr_norm,pulse_period_steps,phase_lock_fraction,lattice_lock_fraction,joint_lock_fraction,speed_tracking_score,curvature_tracking_score,feedback_to_signal_ratio,mean_energy_drift,return_step,return_distance_a,dominant_recurrence_steps,recurrence_alignment,conservation_alignment,composite_score
I_accum,0.1775,0.19,0.37,0.45,1,0.70588235294117652,0.99798717647058832,0.70446153633218,0.32177890683134469,0.46790590761929934,0.022508904493952989,0.037246672945542472,20,27108.350216081137,1,0.93923561476136941,0.69110407193545109,0.71721075546613466
