task,step,sent_signal,noise_feedback,phase_error,lattice_distance_a,x,y,z,vx,vy,vz,speed,curvature,energy_drift
L_smooth,0,0.044521056249999996,0.0040931169902451263,0.74293283426228418,19540181.4607385,0.00042753687499999987,-0.00058483975,0.00086071168750000008,0.00014105324999999974,7.9636249999999985E-05,-0.00084537856250000007,0.00086075714669364863,48.031412499999988,0
L_smooth,10,0.04453206875,0.0033102836125977583,0.82723533041476571,36669.888730634069,1.1189103749999996E-06,9.3476987500000045E-07,-3.3599056249999969E-07,-3.4031838125E-06,3.112858437499998E-07,2.1321059374999994E-07,3.4240352941329931E-06,0.0010501688125,0.00024735486818115243
L_smooth,20,0.044524049999999996,0.0026866189214636732,0.75457767647899143,27363.367551509364,1.4768937499999979E-07,-7.6268750000002276E-09,-3.2415187500000013E-07,-5.8077500000000184E-08,-5.766124999999993E-08,1.1093750000000026E-08,8.2588661733164164E-08,0.0001579769375,6.7243463029908489E-05
L_smooth,30,0.04449079375,0.00226566173464471,0.67682468054399536,36169.3583531025,-3.7645225E-07,-3.5854437499999976E-07,-6.3752187500000337E-08,-5.5400437500000588E-08,-1.4255312499999881E-08,3.3615218749999867E-08,6.6350624271927284E-08,8.82447625E-05,0.00067973454695374443
L_smooth,40,0.04441660624999999,0.0019683418698657794,0.69490955698522372,51195.228745148779,-7.4531687500000074E-07,-3.3280331250000012E-07,2.3289999999999974E-07,-2.5894062499999572E-08,1.4412812500000152E-08,2.2824375000000043E-08,3.7405664424718774E-08,8.1224568749999984E-05,0.0023460809063802464
L_smooth,50,0.04428974375,0.0017449807066746343,0.65547142389140745,59491.180080232873,-9.6819375E-07,-1.7253020624999953E-07,3.7313625E-07,-6.7315624999998526E-09,1.7226093749999862E-08,3.9131249999997818E-09,1.8904094446463495E-08,0.00011051237500000002,0.00519557529590276
L_smooth,60,0.044104700000000004,0.0015689059404565963,0.76366578970040022,58527.453666237889,-1.0277924999999996E-06,-2.5944000000000196E-08,3.870419375E-07,-4.3422812500003586E-09,1.3477812499999886E-08,1.37693749999972E-09,1.4226833559094002E-08,7.38499375E-05,0.0093518951496123284
L_smooth,70,0.043861068749999996,0.0014250744761239794,0.70927548072948288,59362.199076693396,-1.0961718125000006E-06,3.030062500000052E-08,4.1668012499999987E-07,-4.8444374999999329E-09,9.1599999999999576E-09,9.3067499999999586E-09,1.392802104585946E-08,0.000103817125,0.014824165363327393
L_smooth,80,0.043561675000000008,0.0013053385368682483,0.587557955607926,72516.8630181656,-1.3853388750000004E-06,1.3042312500000061E-07,6.1265818750000008E-07,-3.3395312499999958E-08,2.8274875000000241E-08,2.8170093749999698E-08,5.2041037990436589E-08,0.000140664875,0.021548932815357188
L_smooth,90,0.04321121875,0.0012035475617246493,0.70186470200575257,104752.87224062839,-1.8916912500000007E-06,6.775187499999997E-07,9.4844937499999943E-07,-4.3571562500000863E-08,8.8856249999999489E-08,2.5220656250000405E-08,1.0212735052097737E-07,0.00011606913125000001,0.029420629480235976
L_smooth,100,0.0428152875,0.0011158395867387585,0.91752694955051439,159907.96002214021,-1.7533937499999975E-06,1.9634231250000022E-06,9.2168750000000082E-07,8.9818750000000223E-08,1.5942593750000087E-07,-4.5195312500000209E-08,1.8848515504221918E-07,0.00019597416875,0.038313752944709081
L_smooth,110,0.042379718749999996,0.0010394179781653507,0.7488374569620353,225409.34442334148,1.6811875000000145E-07,3.3568125624999991E-06,-1.6803749999999915E-07,2.9148406250000109E-07,9.3918843749998674E-08,-1.7405843750000043E-07,3.522499788045171E-07,0.00024285266875000004,0.048097185475018914
L_smooth,120,0.041910124999999993,0.00097312962480168585,0.76274903682650241,267249.58978247287,3.7810500000000017E-06,3.2790312500000016E-06,-2.33768125E-06,3.8703187499999869E-07,-1.2986624999999893E-07,-2.4571687500000037E-07,4.7648263117855894E-07,0.0003679326875,0.0586448631258609
L_smooth,130,0.0414118625,0.00091784099703235355,0.71596928760253664,299882.09858195682,7.0974618749999993E-06,5.8918124999999891E-07,-4.45935E-06,2.1972921874999992E-07,-3.9130000000000123E-07,-1.4770715624999881E-07,4.7245531384454535E-07,0.0005459496875,0.069836477655446372
L_smooth,140,0.040889774999999996,0.00087113175429054336,0.72123350102169348,418173.792092889,7.5538375000000013E-06,-4.4186187499999991E-06,-5.3628937499999995E-06,-1.1688437500000494E-07,-5.9111249999999848E-07,-1.1640312499999922E-07,6.1369832351502758E-07,0.002862263125,0.081563232229019733
L_smooth,150,0.040348249999999995,0.00083033197176391642,0.83136055221920335,14322188.681423189,0.00011204471250000005,-0.00022426500000000008,0.00029505250000000014,-7.783202499999991E-05,0.00010248251875000005,-3.2813031250000077E-05,0.00013280506686402519,130.96993750000001,0.093726577971743455
L_smooth,159,0.039847468750000004,0.00079766105740470953,0.74147618316153752,2475251.2195310965,6.74223875E-05,-2.7102318749999986E-05,-3.1751812499999994E-05,-9.5477062499999921E-06,-8.2362624999999612E-06,6.8126875000000059E-06,1.4332041919344599E-05,0.1837616375,0.10497476685540211
