scenario,metric,resonance,near_term,noise
synthetic_telemetry,gpu_util,0.6845873821995972,0.6546309761392579,0.011924497548708612
synthetic_telemetry,mem_bw_util,0.6733580974064165,0.6283846771869084,0.009710965312350384
synthetic_telemetry,global_util,0.5967745617659314,0.4543277388739281,0.001822156010010234
live_telemetry,gpu_util,0.665429171808398,0.333886744015368,2.342640000002616e-05
live_telemetry,global_util,0.6639106526975175,0.33219234643572,2.342640000002616e-05
live_telemetry,mem_bw_util,0.6174398084409616,0.22268807823153194,1.3587312000018503e-05
