scenario,timestamp,source,dominant_metric,resonance_gate,noise_gate,predicted_latency_s,actuation_compensation,actuation_horizon_frames
synthetic_telemetry,startup_frame_0000,provided,gpu_util,0.7115708076597462,0.0,0.018667021140818963,0.5644997923071989,4.666755285204741
synthetic_telemetry,startup_frame_0001,provided,gpu_util,0.7123032554091502,0.007361174111056773,0.01883761721691544,0.5592172863259994,4.70940430422886
synthetic_telemetry,startup_frame_0002,provided,gpu_util,0.7141219480390576,0.0068884094066347795,0.01898456199527041,0.5578606724447477,4.746140498817603
synthetic_telemetry,startup_frame_0003,provided,gpu_util,0.7154385919410835,0.0063036584321820716,0.019088269541527113,0.5567515418472055,4.772067385381778
live_telemetry,1775711333.257229,live_startup,gpu_util,0.6419091732617651,0.0,0.008509550164639359,0.7958458922405452,0.42547750823196795
live_telemetry,1775711334.161809,live_startup,gpu_util,0.6524301321192038,2.0460070799990793e-05,0.008503718807092726,0.8102840726908278,0.009400913819374471
live_telemetry,1775711335.1122668,live_startup,gpu_util,0.6521513292692226,1.9752015600019157e-05,0.008493949829881182,0.8101176690611273,0.008936453517827236
live_telemetry,1775711336.054748,live_startup,gpu_util,0.651740199789359,1.896640559997248e-05,0.008480737867325162,0.8098633547400829,0.008998481709615666
