task,step,sent_signal,noise_feedback,phase_error,lattice_distance_a,x,y,z,vx,vy,vz,speed,curvature,energy_drift
D_track,0,0.0057583271516490194,0.017155647219319503,0.5992143506999037,0.282842712474619,6.517745636090707e-10,1.0863365205917698e-09,1.7375821300242435e-09,9.593462032607784e-05,0.0002438186184372591,-0.0006341966395797834,0.0006861897315816174,0.8856765340190117,3.861445967368425e-07
D_track,10,0.010697907368325061,0.01747894184360982,0.5912638623503108,0.2713929395519635,6.471973830855668e-10,1.0864602073338394e-09,1.7326479862930217e-09,-0.0009296202755344192,-9.233238058056453e-08,-0.0009260771015089783,0.001312178594227641,0.0024446800673675706,1.7162918434840086e-08
D_track,20,0.015106640688065344,0.017539326125652996,0.5820694117840821,0.258440778816332,6.42228768489646e-10,1.0864617109866507e-09,1.7276975693896558e-09,-0.0009024865361226334,7.438651705919684e-07,-0.0008997185031014626,0.0012743531245463942,0.002931286020001637,4.602082320095536e-08
D_track,30,0.018746951052330943,0.01738634692413783,0.5715141324832125,0.2458615198545911,6.374065736609852e-10,1.0864694502746789e-09,1.7228857001679016e-09,-0.0008762238187443821,2.017393638686466e-06,-0.0008750635987125033,0.0012383491237142126,0.002808255563790167,7.270503931572226e-08
D_track,40,0.021412197715363186,0.01698673032391302,0.5595060571517623,0.23363053306542503,6.327217292277499e-10,1.086484782331335e-09,1.718201873667709e-09,-0.0008517440727796283,3.5134105513626177e-06,-0.0008523754380005054,0.001204999666753267,0.0026644977174725497,9.673963893662139e-08
D_track,50,0.022940559779811517,0.016321616914169737,0.5459643375450787,0.22172077425539571,6.28164179222709e-10,1.086508808349585e-09,1.7136352438943578e-09,-0.0008291846831619642,5.191527868925135e-06,-0.0008317170935424076,0.0011744477487068766,0.002490782505442557,1.1818222934556274e-07
D_track,60,0.023225929381397812,0.01538782302868128,0.530819297463669,0.21010336639773364,6.237228747266315e-10,1.0865423131309082e-09,1.7091744733898363e-09,-0.000808764187648887,6.978010491033274e-06,-0.0008131996795862501,0.0011469271654002086,0.0022779218554547765,1.3702590322751024e-07
D_track,70,0.022226653067296334,0.014198090666345042,0.5140119065899449,0.19874678718919128,6.193853825188521e-10,1.0865855711299374e-09,1.704807519965147e-09,-0.0007907632512206179,8.762036415611752e-06,-0.0007969648652572964,0.0011227360728228745,0.002019312906157695,1.532208514866441e-07
D_track,80,0.019971361128884146,0.01278042105590257,0.4954927906093749,0.18761638895586127,6.151376404151178e-10,1.0866381434911014e-09,1.7005215465445451e-09,-0.0007754916426077375,1.0395858328477246e-05,-0.0007831582198765795,0.0011021942473924845,0.0017132100304754288,1.6670172725399418e-07
D_track,90,0.016561209099795273,0.011176531143791916,0.4752209991132501,0.17667440376645177,6.109639307200096e-10,1.0866986912487594e-09,1.6963030001636334e-09,-0.0007632423163590761,1.1700339491066854e-05,-0.000771894563355747,0.0010855859930763354,0.0013652060573477955,1.7741914946236524e-07
D_track,100,0.01216801708033543,0.009439524922015202,0.45316283537388014,0.16588057455576596,6.068471400530815e-10,1.086764839060379e-09,1.6921379001011343e-09,-0.0007542331906284209,1.2477608078838832e-05,-0.0007632164613352926,0.001073090286696354,0.0009911099408868574,1.853754465090459e-07
D_track,110,0.00702801911200836,0.007630919460003565,0.42929111094223993,0.1551935438678947,6.027693714400287e-10,1.0868331335384418e-09,1.6880123698301056e-09,-0.000748536818174203,1.2532656394865173e-05,-0.0007570466128158555,0.0010646990230175997,0.0006222882375200527,1.9066665564044107e-07
D_track,120,0.0014312049574445474,0.005817206245426864,0.40358521027992733,0.14457313351122308,5.987129764090248e-10,1.0868991505922729e-09,1.6839134459883065e-09,-0.000745997093682279,1.1705865715489742e-05,-0.0007531339558057686,0.0010601223733429086,0.00032888002334451586,1.9353500970565018e-07
D_track,130,-0.004293475078792366,0.0040661598568380525,0.3760323245341959,0.13398366699062103,5.946620831809679e-10,1.086957817472611e-09,1.6798302017305994e-09,-0.0007461309566963932,9.918596187724555e-06,-0.0007509922743645156,0.001058678033797905,0.0002758823851512075,1.9443766515372103e-07
D_track,140,-0.009796486645741929,0.0024431260352159225,0.34663012528245263,0.12339851694556137,5.906047090506835e-10,1.0870040264588373e-09,1.6757552297846026e-09,-0.0007480130751965556,7.233741348025971e-06,-0.0007498298654363856,0.0010591603819909649,0.0003715459573597238,1.9413635335667212e-07
D_track,150,-0.014728842672188847,0.0010075274223051032,0.3153909780259707,0.11280607363395577,5.865355469634555e-10,1.0870336234349561e-09,1.671686532996765e-09,-0.0007501453825616935,3.931467164436554e-06,-0.0007484711975042364,0.001059689900351098,0.00040227035154217827,1.938054174036614e-07
D_track,160,-0.01876490431773419,-0.00019018614731332493,0.2823475115199052,0.10221725753199709,5.824594743992808e-10,1.0870448425561397e-09,1.6676298445685471e-09,-0.0007503256756711205,5.951899486491696e-07,-0.0007452795085624983,0.0010575587547297584,0.0005424157282259555,1.9513632422107416e-07
D_track,170,-0.021625508804914102,-0.0011109509842285009,0.24755893109161597,0.09167440477794842,5.78395682346866e-10,1.0870401998477459e-09,1.6636013034163059e-09,-0.0007455567247779233,-1.8089645172338212e-06,-0.0007381072535614216,0.0010491236437971427,0.0012063739177671483,2.00377787205547e-07
D_track,180,-0.023099817618432432,-0.0017287422329110608,0.21111688972767606,0.08126063543623649,5.743819650409008e-10,1.0870287079586336e-09,1.6596301763821552e-09,-0.0007320845487761214,-1.897498188331356e-06,-0.0007243326535084536,0.0010298588155639148,0.0024800212837465165,2.1219128825552634e-07
D_track,190,-0.023064026696290155,-0.002031449260422887,0.1731491059774859,0.07110748301360204,5.704780521703296e-10,1.0870279800051186e-09,1.655760884284009e-09,-0.0007057138473439025,2.0526009055274244e-06,-0.0007010801988569035,0.000994761123452583,0.004424170186974178,2.3315097209581163e-07
D_track,200,-0.021494912481311225,-0.0020210972293347317,0.13381853313486713,0.06139674045283987,5.667659465178497e-10,1.08706534988559e-09,1.652052980480956e-09,-0.0006625765395537074,1.1825110015557041e-05,-0.0006657416132568823,0.0009393398743882439,0.007113669870485707,2.647677869792712e-07
D_track,210,-0.01847624836306028,-0.0017136611023013883,0.09331625584054448,0.05235114942866628,5.633444895100157e-10,1.0871767099156321e-09,1.6485772436527417e-09,-0.0006004288454675312,2.872615057490423e-05,-0.0006168456856286177,0.0008613005225093992,0.010559664565115728,3.0621576042289065e-07
D_track,220,-0.014196598989440144,-0.0011387140427907099,0.05184791895595531,0.04420991487773519,5.603158476341806e-10,1.0874017857881693e-09,1.645406380353252e-09,-0.0005202197881088293,5.285815500926322e-05,-0.0005550998650248885,0.0007625998115929664,0.01462549875170513,3.5349193305972874e-07
D_track,230,-0.008937982643400873,-0.0003389147661023468,0.009616218673378363,0.037191112023382725,5.577644857506333e-10,1.0877756038127718e-09,1.6426007951093725e-09,-0.0004271760095735173,8.250017224569038e-05,-0.0004840894711237943,0.0006508672964811162,0.01891321318180614,4.0007498512266454e-07
D_track,240,-0.0030562172172408047,0.0006310374850149611,0.033195605646511694,0.03145173543533105,5.5573427206494e-10,1.088318049380698e-09,1.6401933272936003e-09,-0.0003304051076573699,0.00011404248003576404,-0.0004099617748507715,0.0005387410131571389,0.022626264309494583,4.394185831105561e-07
D_track,250,0.0030450294200657143,0.001706449163541254,0.07643429622911402,0.027058740951295752,5.542135247201559e-10,1.0890255523181546e-09,1.6381796140289829e-09,-0.00024058348031121595,0.00014276375114786278,-0.0003398203533478614,0.0004401588033766126,0.024533222699262683,4.678828140245766e-07
D_track,260,0.008943840835964815,0.0028156931920484095,0.11997905158715128,0.02397525085600707,5.531364525478026e-10,1.0898690787172452e-09,1.6365196606545687e-09,-0.00016658952424750253,0.00016422813759162493,-0.0002794478578710201,0.00036443662828333377,0.023446047930132184,4.858534439511737e-07
D_track,270,0.014230682963106506,0.003883952888538255,0.16373768722918092,0.022058429126201085,5.524014438344146e-10,1.0907998134193322e-09,1.6351506133856944e-09,-0.00011290207697898307,0.00017559428820598054,-0.00023161168442674298,0.00031180796237384055,0.01944217124211832,4.963510150140962e-07
D_track,280,0.018537772035426326,0.004837837366523493,0.20764011675813254,0.021075444552832792,5.518973966046057e-10,1.091759857790481e-09,1.6340044705891972e-09,-7.914022824708129e-05,0.0001761532059150959,-0.00019585928041311685,0.0002750526956877722,0.014530885885881719,5.027133602669576e-07
D_track,290,0.021565202287398128,0.005611165002607098,0.2516321547540179,0.020748049368960176,5.515262102747309e-10,1.0926930704258927e-09,1.6330226494739256e-09,-6.158178036142688e-05,0.00016696814536879822,-0.00016963211030720943,0.00024585713348946464,0.011575202116470847,5.071991824350883e-07
D_track,300,0.0231021103620306,0.006150804753242046,0.29567096076093824,0.020810204504113125,5.512144261780555e-10,1.0935523156195937e-09,1.6321629207956457e-09,-5.532646888504848e-05,0.00015005523397763294,-0.0001497528382280455,0.00021909701951584274,0.012064152832068529,5.108691375098842e-07
D_track,310,0.02304145532178155,0.006420776826940643,0.33972216809696576,0.021047176463657464,5.509144789690661e-10,1.0943023116348662e-09,1.631399365321271e-09,-5.588053361367225e-05,0.0001276458157548128,-0.0001334655529106636,0.00019294854788365088,0.014730465741062236,5.140471398603857e-07
D_track,320,0.021387412355036422,0.006404005860328347,0.38375824342436804,0.021305377470394765,5.50600152483617e-10,1.0949194347556997e-09,1.630718655618559e-09,-5.98120871606683e-05,0.00010178168546183082,-0.00011882836639024431,0.00016750276990229321,0.018127864453327577,5.167524995153473e-07
D_track,330,0.018254899551171527,0.006102264853403128,0.4277576020805576,0.021484297138149974,5.502605632219542e-10,1.0953902418704215e-09,1.6301155981987048e-09,-6.477213668903735e-05,7.419739667708333e-05,-0.00010468586244044232,0.00014373521892639606,0.021696738494931925,5.189344238818489e-07
D_track,340,0.013861325797549522,0.005534962718508263,0.47170412700872033,0.021523778008661825,5.498948948351517e-10,1.0957098417632954e-09,1.6295893625585025e-09,-6.927456246596448e-05,4.634522121385546e-05,-9.049430900965308e-05,0.0001230287141172604,0.025084661545906623,5.205637070365619e-07
D_track,350,0.00851120644755365,0.004737128413454593,0.5155868603416147,0.021393046829311573,5.495084341105005e-10,1.0958805432146526e-09,1.6291406969151176e-09,-7.24603157789178e-05,1.945635325874163e-05,-7.614666107374274e-05,0.00010689883552962062,0.02765001498129456,5.216576250335665e-07
D_track,360,0.0025747929164126842,0.003756743971088278,0.5593997270812014,0.021082881197042894,5.491097314236312e-10,1.0959108137612102e-09,1.6287699761086993e-09,-7.39173397887314e-05,-5.408906919363709e-06,-6.183852665104026e-05,9.652477803070324e-05,0.028383958074975384,5.222800867893558e-07
D_track,370,-0.003537735040483477,0.0026515336547398806,0.6031412136813912,0.020600357711011447,5.487085626206639e-10,1.0958144415666572e-09,1.628475861409426e-09,-7.355757760086167e-05,-2.7334717617803674e-05,-4.797106762224832e-05,9.197351433195414e-05,0.026549686860619648,5.225331343046378e-07
D_track,380,-0.009404685293846747,0.0014853513554603747,0.6468139687835448,0.01996525858244872,5.483144310704933e-10,1.0956097705166832e-09,1.6282544129016522e-09,-7.153399236163817e-05,-4.5546251065979375e-05,-3.5076852490021406e-05,9.177122985972705e-05,0.0225049054678303,5.225440975751468e-07
D_track,390,-0.014621903294010696,0.00032434630531139524,0.6904243238137471,0.01920734040165699,5.479354446354852e-10,1.0953188974052415e-09,1.6280985672231053e-09,-6.818071282353186e-05,-5.942434014534207e-05,-2.375674694450461e-05,9.351066692211892e-05,0.017361641205971324,5.224490361402598e-07
D_track,400,-0.01883047334198624,-0.0007669113460910283,0.7339817474692305,0.01836388841186045,5.475774815405905e-10,1.0949667510453369e-09,1.6279979450702671e-09,-6.396374900235628e-05,-6.85320416346061e-05,-1.462036070363925e-05,9.487758884029641e-05,0.0120697632939012,5.223730804717615e-07
D_track,410,-0.021741209767652855,-0.0017291589225097456,0.7774982506643804,0.017477199243522902,5.472436140087858e-10,1.0945800087960303e-09,1.627938980672127e-09,-5.9434092162624206e-05,-7.264626043741305e-05,-8.226780335553602e-06,9.422085958759452e-05,0.007407982004793005,5.224097104773442e-07
