task,step,sent_signal,noise_feedback,phase_error,lattice_distance_a,x,y,z,vx,vy,vz,speed,curvature,energy_drift
L_smooth,280,-0.02042348442609947,-0.001755285486684307,1.2138808784223316,0.07462241841287488,5.727334406676724e-10,1.0890820153473113e-09,1.656468158279073e-09,-0.0002863072510921374,4.6231158196656375e-05,-0.00031470087394913133,0.0004279553739357499,0.0054035028385952385,4.710076080902653e-07
L_smooth,290,-0.01683632593472685,-0.001314033064029392,1.1719035691675173,0.07052904255498706,5.712309136019581e-10,1.0893630416745214e-09,1.654792217696581e-09,-0.00026885541594689084,5.651060432791077e-05,-0.00030382647450728144,0.0004096183708001939,0.005533386615111743,4.75537773631742e-07
L_smooth,300,-0.012569973306081615,-0.0007316078192818355,1.1292841903419948,0.06665276935528862,5.698207851492178e-10,1.0897047242723428e-09,1.653170247627015e-09,-0.0002522717763902918,6.83675511636055e-05,-0.0002946914261928106,0.0003939012666732291,0.005556064228840814,4.79262820002885e-07
L_smooth,310,-0.007789354820295145,-3.094339268312764e-05,1.086066505698433,0.06298273938284797,5.684969421045365e-10,1.0901147335181353e-09,1.6515921661852196e-09,-0.00023702244476896144,8.148461906972083e-05,-0.0002874967525139669,0.00038141023213237213,0.005449416625140493,4.82119340155555e-07
L_smooth,320,-0.0026829498328191695,0.0007618930527517479,1.042292114049241,0.059506797046331356,5.672508122820673e-10,1.0905986935785598e-09,1.6500470508006616e-09,-0.0002235444352205151,9.543914113886629e-05,-0.00028235704772716847,0.00037256710346001565,0.005201707465274649,4.840859893269516e-07
L_smooth,330,0.0025447540621045075,0.0016185390994111456,0.998000766105017,0.05621301155947569,5.66071614057957e-10,1.0911596706596792e-09,1.648523647128909e-09,-0.0002122157727663563,0.00010972414997986256,-0.00027928837557998203,0.0003675281214189334,0.004816310254745088,4.851859903031901e-07
L_smooth,340,0.007681654486625302,0.002509252328869936,0.9532308532658158,0.05309136756720649,5.649467512360775e-10,1.0917977898956547e-09,1.6470109211429893e-09,-0.0002033315837599559,0.00012377385921182054,-0.0002782037012318545,0.0003661434152864455,0.004313348668485301,4.854856455898639e-07
L_smooth,350,0.012516923379682026,0.0034038687040849557,0.9080200022294007,0.05013545197447698,5.63862316167885e-10,1.0925099968723002e-09,1.6454986147690953e-09,-0.0001970875440617026,0.00013699080509817696,-0.0002789152889426486,0.00036797244341347276,0.00372769231943678,4.850895977507377e-07
L_smooth,360,0.0168500098199262,0.004272768287077991,0.8624056974588443,0.04734395838139775,5.628036597455852e-10,1.0932899644078059e-09,1.64397777108538e-09,-0.00019357100411138332,0.00014877187275653863,-0.00028114266939501995,0.00037234930416308606,0.0031061262247117786,4.841338442554438e-07
L_smooth,370,0.020499360828317575,0.005087811525229406,0.816425851198372,0.04472182743016684,5.617559881675778e-10,1.09412813115868e-09,1.6424412045389513e-09,-0.00019275911855587372,0.00015853081947778044,-0.0002845242016345749,0.00037847340702686923,0.002510202137647889,4.827775855602934e-07
L_smooth,380,0.023310464580792636,0.005823208871689878,0.770119246666841,0.04228082599280454,5.607049526158666e-10,1.0950118475672247e-09,1.6408839033414726e-09,-0.00019452246946319413,0.00016571559052902548,-0.0002886299744128358,0.00038549696522799913,0.0020334816699811476,4.811948937324389e-07
L_smooth,390,0.025162836405704613,0.006456286115740493,0.7235257923410643,0.04003933202779965,5.596372081562449e-10,1.095925598126452e-09,1.639303363453386e-09,-0.00019863205134776444,0.00016981966995087942,-0.00029297384303959254,0.0003925902250823807,0.0018222929915394151,4.795669597328242e-07
L_smooth,400,0.025975601803413267,0.006968107758983829,0.6766865416397634,0.03802104494653927,5.585409309177536e-10,1.0968512682522e-09,1.6376998644785498e-09,-0.00020476714085258365,0.00017038788871603485,-0.00029702280763525005,0.0003989789002561119,0.002000753405552727,4.780753256030962e-07
L_smooth,410,0.02571138416044311,0.007343923055830864,0.6296434507020283,0.03625232747586353,5.574062962569422e-10,1.0977684303777588e-09,1.6360767053381549e-09,-0.00021252156350105148,0.00016701848889631135,-0.0003002027343180289,0.00040395825561332423,0.0025281188979455332,4.768960445132549e-07
