task,freq_norm,amp_norm,volt_norm,curr_norm,pulse_period_steps,phase_lock_fraction,lattice_lock_fraction,joint_lock_fraction,speed_tracking_score,curvature_tracking_score,feedback_to_signal_ratio,mean_energy_drift,return_step,return_distance_a,dominant_recurrence_steps,recurrence_alignment,conservation_alignment,composite_score
I_accum,0.18,0.18,0.36,0.44,389,0.12,0.8471428571428572,0.12,0.38616973252903974,0.3953062362486495,0.3185960377966311,4.2895753356726654e-07,80,0.08078613447796044,80,0.8175591009607043,0.9999999999970559,0.5146433510676519
I_accum,0.18,0.18,0.44,0.36,389,0.12,0.8471428571428572,0.12,0.38617589371400346,0.3946654848822869,0.3186623061273732,4.289268945387926e-07,80,0.08070599858750317,80,0.8178857183640693,0.9999999999970564,0.5146166818520848
I_accum,0.18,0.18,0.36,0.36,389,0.12,0.8457142857142858,0.12,0.38594054499443403,0.4067782825945625,0.3497406873930905,4.305952599161165e-07,80,0.08043583906395965,80,0.818985402624403,0.9999999999970334,0.5144266968060378
I_accum,0.24,0.18,0.36,0.36,292,0.12,0.8471428571428572,0.12,0.38566442984006344,0.396954799477076,0.3402336049236175,4.3278153159542465e-07,80,0.08040884545328174,80,0.8190951585415608,0.9999999999970032,0.5140562892386538
I_accum,0.2,0.18,0.36,0.36,350,0.11857142857142858,0.8457142857142858,0.11857142857142858,0.3859047929798254,0.4079450328729257,0.3506430738134545,4.309490647078207e-07,80,0.08041863736190985,80,0.8190553472368013,0.9999999999970285,0.5139963787342159
I_accum,0.18,0.18,0.36,0.52,389,0.12,0.8471428571428572,0.12,0.38643010411443096,0.3814600341525165,0.2994269432569719,4.27166234385479e-07,80,0.08113545940349225,80,0.8161330683520173,0.9999999999970804,0.5138908227485407
I_accum,0.18,0.18,0.52,0.36,389,0.12,0.8471428571428572,0.12,0.38644475517153987,0.3801893657557547,0.2995340428340406,4.270871652354234e-07,80,0.08097855891305439,80,0.8167740289316517,0.9999999999970816,0.5138384383433333
I_accum,0.2,0.18,0.36,0.44,350,0.12,0.8471428571428572,0.12,0.38612916280589116,0.38606959160578097,0.31659288354723697,4.2933955096510766e-07,80,0.08076503131250042,80,0.8176451319063738,0.9999999999970507,0.5138044567255796
I_accum,0.18,0.18,0.44,0.44,389,0.12,0.8471428571428572,0.12,0.38648980707789937,0.37800285991004967,0.29619998075289744,4.2686091778968166e-07,80,0.08101851097858627,80,0.8166108891297587,0.9999999999970847,0.5137398807326722
I_accum,0.18,0.3,0.36,0.36,389,0.12,0.8442857142857143,0.12,0.386575842113212,0.37137836533238744,0.28648582075018286,4.2738651447917344e-07,80,0.07989654076489253,80,0.8211739758274003,0.9999999999970774,0.5135113272693886
I_accum,0.2,0.18,0.44,0.36,350,0.11857142857142858,0.8471428571428572,0.11857142857142858,0.38613503471627914,0.38524461669402044,0.31664206070048084,4.2931137671970863e-07,80,0.08068491835470921,80,0.8179716048646481,0.999999999997051,0.5132457052564353
