task,step,sent_signal,measured_signal,noise_feedback,phase_error,lattice_distance_a,x,y,z,vx,vy,vz,speed,curvature,energy_drift
L_smooth,0,0.005771439561489511,0.022933888151299903,0.017162448589810392,1.9491814149494802,0.282842712474619,6.517387507201197e-10,1.0863178581395242e-09,1.7376023736072731e-09,2.999325833269284e-05,0.00020945591955273096,-0.0005969226447780021,0.0006333151045331672,0.9305943613610442,4.067234400894709e-07
L_smooth,5,0.007666933228495212,0.024956342689939258,0.017289409461444045,1.945027322262877,0.2784024056669461,6.498747335220231e-10,1.0863991793450648e-09,1.735501090176787e-09,-0.0007904031155242964,2.940121342021336e-06,-0.0007964482230549188,0.0011220853360379315,0.011765303227056535,1.536517250127082e-07
L_smooth,10,0.009512442085776368,0.026853615325887335,0.017341173240110967,1.9406046595084883,0.27279659209375917,6.477242770718614e-10,1.0864013779398238e-09,1.7333525261570666e-09,-0.0007881114797402436,5.984618616934917e-07,-0.0007865402983117329,0.001113447665372408,0.00308351196254525,1.5934733685977958e-07
L_smooth,15,0.011294866862341338,0.028666807792121024,0.017371940929779686,1.9358952797350146,0.2672649375185366,6.456049438359433e-10,1.0864035548825417e-09,1.7312368733012479e-09,-0.0007753080385619214,9.591192495936055e-07,-0.0007741508423777837,0.0010956336072440918,0.003244872460687879,1.709547974278928e-07
L_smooth,20,0.013000654379859514,0.03038090994760395,0.01738025556774444,1.930889140227236,0.26182226586710994,6.43520455578743e-10,1.0864068690882634e-09,1.7291546148979596e-09,-0.000762518887320111,1.4012103179952538e-06,-0.0007619286549354671,0.0010779481861954337,0.003254941972911714,1.8229325682981756e-07
L_smooth,25,0.01461653545391019,0.031980163386319926,0.017363627932409736,1.9255768639066269,0.2564675562969653,6.414704624972779e-10,1.0864114630102739e-09,1.7271052322060354e-09,-0.0007498727682487637,1.8919815736914385e-06,-0.0007498979031813587,0.0010604996998354774,0.003265228666865229,1.9329899273370506e-07
L_smooth,30,0.01612963076682819,0.033449404560867785,0.017319773794039595,1.9199496776407443,0.25119964979449555,6.394545872821141e-10,1.0864174708624813e-09,1.7250882198764591e-09,-0.000737362319821882,2.432829695297108e-06,-0.0007380496869099356,0.0010432767847993588,0.0032774864423819427,2.039863151996471e-07
L_smooth,35,0.017527554301860645,0.03477420287801977,0.017246648576159127,1.913999447660385,0.24601744523688154,6.374724733323313e-10,1.0864250310085587e-09,1.7231030952474234e-09,-0.0007249805943124562,3.025148360734813e-06,-0.0007263762315013994,0.001026269186589182,0.003291324909774501,2.1436830799913702e-07
L_smooth,40,0.01879851890222416,0.0359409830632947,0.01714246416107054,1.9077187108946867,0.24091988830385894,6.355237790686442e-10,1.0864342847039106e-09,1.721149394118412e-09,-0.000712723026945863,3.669767645818485e-06,-0.0007148713958518213,0.001009469510654274,0.0033062651133838215,2.2445585553794344e-07
L_smooth,45,0.019931443226798264,0.03693714667502014,0.017005703448221877,1.901100700375758,0.23590595714850127,6.336081712926301e-10,1.0864453743945707e-09,1.7192266662784132e-09,-0.0007005875217227725,4.366852224647645e-06,-0.0007035306860855501,0.0009928732906348187,0.0033217768535413043,2.3425775564924879e-07
L_smooth,50,0.02091605916313379,0.03775119192805758,0.01683513276492379,1.8941393643663773,0.23097464793361575,6.317253184605116e-10,1.0864584417570252e-09,1.7173344710807416e-09,-0.0006885744573626024,5.115807784716978e-06,-0.0006923512202913842,0.0009764789639620822,0.003337289805806488,2.437808842055524e-07
L_smooth,55,0.02174301862232681,0.038372830658576336,0.016629812036249525,1.8868293789858401,0.2261249606229348,6.298748840360806e-10,1.086473625491667e-09,1.7154723731858715e-09,-0.0006766866344460333,5.915192644426759e-06,-0.000681331648812713,0.0009602877727097071,0.0033522065361488453,2.5303039531411395e-07
L_smooth,60,0.02240399851510439,0.03879310115231198,0.016389102637207588,1.879166154223011,0.22135588539441703,6.280565200866657e-10,1.0864910588898862e-09,1.7136399385936815e-09,-0.0006649291611941489,6.762638270483969e-06,-0.0006704720298012523,0.0009443035875334495,0.003365917744662097,2.620099535225915e-07
L_smooth,65,0.022891802598083693,0.039004475467852,0.016112672869768304,1.8711458333493183,0.21666639004908508,6.262698612913241e-10,1.0865108672056019e-09,1.7118367310851736e-09,-0.0006533092765462198,7.65478280644737e-06,-0.0006597736611091736,0.0009285326544686307,0.0033778195829205805,2.707219933350665e-07
L_smooth,70,0.02320045878826773,0.0390009598152227,0.015800501026954968,1.862765285874469,0.2120554087842039,6.245145195312014e-10,1.086533164873558e-09,1.710062309188294e-09,-0.0006418361109832235,8.587221915601581e-06,-0.0006492388711438925,0.0009129832668491206,0.003387332787794242,2.7916800011757275e-07
L_smooth,75,0.02332531047670353,0.03877818650243886,0.015452876025735331,1.8540220943197903,0.20752183268293414,6.227900792276603e-10,1.08655805262847e-09,1.7083162237727775e-09,-0.0006305203874805818,9.554481273247328e-06,-0.0006388707728964636,0.0008976653672735673,0.003393923269928711,2.8734880542692234e-07
L_smooth,80,0.023263100332499297,0.03833349594217564,0.015070395609676341,1.844914535213606,0.20306450224345957,6.210960935840398e-10,1.0865856145906933e-09,1.7065980163649585e-09,-0.0006193740669821494,1.0550014897081831e-05,-0.0006286729869066191,0.0008825900872604603,0.0033971236853075947,2.9526488900082947e-07
L_smooth,85,0.02301204507889825,0.03766600721998993,0.01465396214109168,1.835441554834993,0.19868220222916352,6.194320818717157e-10,1.086615915394944e-09,1.704907218255452e-09,-0.0006084099447849978,1.1566233168280049e-05,-0.0006186493403713637,0.0008677692348803977,0.0033965554067528643,3.0291667915782933e-07
L_smooth,90,0.022571899745680232,0.03677667576626147,0.01420477602058124,1.8256027403418174,0.19437365906849427,6.177975278806536e-10,1.0866489974482537e-09,1.7032433504509398e-09,-0.0005976412061238611,1.2594563868644063e-05,-0.0006088035508679384,0.0008532147431014278,0.003391950202877662,3.103048432088701e-07
L_smooth,95,0.021944009957569635,0.035668336746893105,0.01372432678932347,1.8153982870116052,0.19013754096998922,6.161918796292962e-10,1.0866848784112454e-09,1.7016059244965678e-09,-0.0005870809509604765,1.3625548848786815e-05,-0.0005991389041806467,0.0008389380937023149,0.0033831708293348283,3.174305596912411e-07
L_smooth,100,0.021131350906216945,0.034345732892370806,0.01321438198615386,1.8048289623956881,0.18597246084634209,6.146145503990159e-10,1.0867235490025276e-09,1.6999944441684547e-09,-0.0005767416994396426,1.4648978066295823e-05,-0.0005896579364408547,0.0008249497332799137,0.0033702296458359795,3.242957647863808e-07
L_smooth,105,0.020138551772259126,0.032815525619545496,0.01267697384728637,1.7938960682351182,0.1818769820636104,6.130649211253201e-10,1.0867649712290958e-09,1.6984084080073871e-09,-0.0005666348906074737,1.5654061716694922e-05,-0.0005803621311716278,0.0008112584990001938,0.003353304297199099,3.309033661380503e-07
L_smooth,110,0.018971904511540127,0.0310862884630077,0.01211438395146757,1.78260140100901,0.1778496269501402,6.1154234414246e-10,1.086809077145785e-09,1.6968473126358977e-09,-0.0005567703877521896,1.662964005496873e-05,-0.0005712516418512681,0.000797871072244038,0.003332749443166761,3.3725741838751804e-07
L_smooth,115,0.01763935609255762,0.029168482019930716,0.011529125927373096,1.7709472119812504,0.17388888791724247,6.100461482411268e-10,1.0868557682437736e-09,1.6953106567725768e-09,-0.0005471560040978842,1.7564429306469053e-05,-0.0005623250502698159,0.0007847914781380954,0.003309103496897842,3.4336325601392467e-07
L_smooth,120,0.01615048346675004,0.027074409819889497,0.010923926353139456,1.7589361675800892,0.16999324096266274,6.085756449615932e-10,1.08690491556179e-09,1.6937979458306222e-09,-0.0005377970625509744,1.84473008289105e-05,-0.0005535791702621269,0.000772020648133477,0.0032830893460693935,3.492275804300632e-07
L_smooth,125,0.014516450765117596,0.024818154755177055,0.010301703990059459,1.746571310888224,0.16616116125103333,6.071301360080635e-10,1.0869563606039379e-09,1.6923086969631897e-09,-0.0005286960027798585,1.92675894465794e-05,-0.0005450089053878919,0.0007595560613349025,0.00325560809912873,3.5485849965642766e-07
L_smooth,130,0.012749948439500966,0.022415495943137805,0.009665547503636839,1.7338560249408435,0.16239114039503957,6.057089216351221e-10,1.0870099171349921e-09,1.6908424443968898e-09,-0.0005198520481280295,2.0015425665689346e-05,-0.0005366071678307744,0.0007473914782594532,0.0032277250458781284,3.602655202087368e-07
L_smooth,135,0.010865114300312399,0.019883806135686508,0.009018691835374109,1.7207939984288365,0.1586817049989674,6.043113098249642e-10,1.0870653739077554e-09,1.6893987448774938e-09,-0.000511260943757034,2.0682085323744187e-05,-0.0005283648642506274,0.0007355167782173671,0.00320064727843551,3.6545949203084995e-07
L_smooth,140,0.008877436640578728,0.017241930038407974,0.008364493397829246,1.707389194287791,0.15503143597423677,6.02936626045342e-10,1.087122498357785e-09,1.6879771830391191e-09,-0.0005029147760310672,2.1260349150345957e-05,-0.0005202709525914675,0.0007239179086794346,0.0031756928233104232,3.7045250835090296e-07
L_smooth,145,0.006803639875176462,0.014510044148766332,0.00770640427358987,1.6936458215248273,0.15143898809576042,6.015842233535692e-10,1.087181041278759e-09,1.6865773765003313e-09,-0.0004948018815321639,2.174486374327028e-05,-0.0005123125719699024,0.000712576951960558,0.0031542517200037067,3.752577632205198e-07
L_smooth,150,0.004661553360968103,0.011709498966809737,0.007047945605841634,1.6795683104994086,0.14790310923942684,6.002534925920787e-10,1.0872407424672689e-09,1.685198980488041e-09,-0.0004869068522721312,2.2132494612242003e-05,-0.0005044752457864852,0.0007014723114411933,0.0031377402526807548,3.7988937022350016e-07
L_smooth,155,0.0024699642955655085,0.008862644669683322,0.0063926803741178135,1.6651612917358558,0.14442265872540527,5.989438724064074e-10,1.0873013372992455e-09,1.6838416917930138e-09,-0.0004792106416753322,2.242266123482185e-05,-0.0004967431561538316,0.0006905790164908033,0.003127550451398427,3.8436214643805276e-07
L_smooth,160,0.000248455817512408,0.005992641571091209,0.005744185753578801,1.6504295782092062,0.14099662418979766,5.976548588075169e-10,1.0873625641720106e-09,1.6825052518693731e-09,-0.0004716907737673814,2.2617643528660723e-05,-0.0004890994856536961,0.0006798691423522402,0.0031249979006237457,3.8869136624485213e-07
L_smooth,165,-0.0019827683529395246,0.003123256906823794,0.005106025259763319,1.6353781509169858,0.1376241364188146,5.963860139974196e-10,1.0874241727165616e-09,1.6811894489047106e-09,-0.00046432165573341924,2.272284880149171e-05,-0.0004815268203511887,0.0006693123385671337,0.003131271613375984,3.928924900372536e-07
L_smooth,170,-0.004203071187053833,0.000278649696114127,0.0044817208831679604,1.620012147431864,0.13430448160544808,5.951369741805106e-10,1.0874859326547599e-09,1.6798941187072542e-09,-0.0004570749916156433,2.2747028130432768e-05,-0.00047400760593883484,0.0006588764571124642,0.0031473899899245707,3.9698087335342316e-07
L_smooth,175,-0.006391579794695483,-0.0025168543754408128,0.00387472541925467,1.6043368530280757,0.13103711052888636,5.939074560931218e-10,1.0875476431462982e-09,1.6786191442818893e-09,-0.00044992029241306146,2.2702431287188736e-05,-0.0004665246468909887,0.0006485282692899099,0.003174166460640655,4.009714624468184e-07
L_smooth,180,-0.008527391123332114,-0.005238995923756749,0.0032883951995753653,1.5883576938915425,0.1278216442119421,5.926972620009051e-10,1.0876091424414809e-09,1.6773644539974002e-09,-0.0004428254752424526,2.2604889811573117e-05,-0.00045906163662248224,0.0006382342585490137,0.0032121872436507793,4.0487848285893573e-07
L_smooth,185,-0.010589783819739823,-0.007863820391070558,0.0027259634286692647,1.5720802318628078,0.12465787568174166,5.915062829379264e-10,1.0876703176289281e-09,1.6761300182827662e-09,-0.00043575754154588506,2.2473818689975533e-05,-0.0004516037049171316,0.0006279614748020004,0.0032618018909170146,4.087151281522959e-07
L_smooth,190,-0.012558434014480223,-0.010367919685207618,0.002190514329272605,1.5555101601255428,0.1215457675439611,5.903344999929493e-10,1.087731114243363e-09,1.674915844830145e-09,-0.00042868332163258435,2.23321283611123e-05,-0.00044413796738738807,0.0006176784343637744,0.0033231253330137365,4.124932565732697e-07
L_smooth,195,-0.01441363265746384,-0.01272867436224629,0.0016849582952175486,1.538653299243015,0.11848544518068622,5.89181983487244e-10,1.087791545478856e-09,1.6737219723255953e-09,-0.00042157027018966314,2.2206040481886103e-05,-0.0004366540605234277,0.0006073560483878184,0.0033960484472050083,4.162231039897785e-07
L_smooth,200,-0.01613650192304194,-0.014924493675819953,0.0012120082472219865,1.5215155929611477,0.11547718549589986,5.880488899341265e-10,1.0878517007384976e-09,1.6725484627746549e-09,-0.000414387294880527,2.212480305692178e-05,-0.00042914464507609433,0.0005969685615392115,0.003480253172455777,4.1991302191236746e-07
L_smooth,205,-0.017709208118411205,-0.01693505073681554,0.0007741573815956658,1.5041031032392516,0.1125214012592776,5.8693545672274e-10,1.0879117532437184e-09,1.671395392537409e-09,-0.0004071055978889204,2.21203031569021e-05,-0.0004216058601852978,0.0005864944816337435,0.0035752280622251124,4.2356924966746736e-07
