task,step,sent_signal,measured_signal,noise_feedback,integrated_feedback,derivative_signal,phase,phase_error,phase_closure,lattice_distance_a,lattice_closure,persistence,leak,x,y,z,vx,vy,vz,speed,speed2,curvature,speed_error,curvature_error,energy_drift
I_accum,20,0.013512199203954033,0.030853558532949302,0.01734135932899527,0.36174840542898623,0.0003622407666377097,0.2689199374682039,1.2810800625317962,0.005924587908566906,0.2620272834014658,0.17970162701544637,0.5668556696623562,0.2567618377254611,6.435986066498726e-10,1.0864031970861079e-09,1.7292426734047182e-09,-0.000754431765869759,1.459213373342519e-06,-0.0007539835420431046,0.0010666117383232277,3.355641862684981e-25,0.0032492399720201854,0.008933388261676773,0.006750760027979814,1.894642257354496e-07
I_accum,21,0.013868832245926435,0.031210799754940538,0.0173419675090141,0.37909037293800035,0.00035663304197240155,0.2699586811341045,1.2800413188658957,0.005974047809670651,0.2609606790584179,0.18222521709353606,0.5672703252530934,0.256455050124002,6.431902392908857e-10,1.0864040456118678e-09,1.7288344786445527e-09,-0.000751916436624963,1.5623689106747246e-06,-0.0007515986348029888,0.001063146874378659,3.333875821083761e-25,0.003251179427999183,0.008936853125621341,0.006748820572000817,1.9164082875279294e-07
I_accum,22,0.014219693441948433,0.03156067900189635,0.017340985559947918,0.39643135849794825,0.00035086119602199817,0.27101058017208457,1.2789894198279155,0.006024513497917806,0.2598975401541581,0.18476541520376266,0.5676878594021441,0.25614618909571507,6.427832349719824e-10,1.0864049512651783e-09,1.7284275750396754e-09,-0.0007494067055702647,1.66755641741786e-06,-0.0007492212633945969,0.0010596913194985975,3.312238794760355e-25,0.003253138856504091,0.008940308680501403,0.006746861143495909,1.9380453024912853e-07
I_accum,23,0.014564620585596702,0.03190300595236636,0.017338385366769654,0.4137697438647179,0.0003449271436482687,0.27207569526891456,1.2779243047310855,0.00607600481403811,0.2588378574152172,0.18732205751250472,0.5681082502610891,0.25583527271337636,6.423775906613779e-10,1.0864059151516477e-09,1.7280219585160217e-09,-0.0007469025568637009,1.7747796522803472e-06,-0.0007468513934575857,0.0010562450393738594,3.2907300006385336e-25,0.003255117919203074,0.008943754960626141,0.006744882080796926,1.9595540853203826e-07
I_accum,24,0.014903453463516665,0.032237593073888196,0.01733413961037153,0.43110388347508943,0.00033883287791996314,0.27315408595342583,1.2768459140465742,0.006128542020226255,0.25778162160405943,0.18989497725765375,0.5685314756056744,0.25552231936746345,6.419733033345238e-10,1.0864069383785998e-09,1.7276176250166877e-09,-0.0007444039771811921,1.8840417746252577e-06,-0.0007444889933944678,0.001052808003456515,3.2693486833183685e-25,0.003257113320639242,0.008947191996543485,0.006742886679360759,1.9809353914147525e-07
I_accum,25,0.01523603393343222,0.03256425571461024,0.01732822178117802,0.4484321052562675,0.0003325804699155551,0.2742458105888001,1.2757541894112,0.006182145809731695,0.2567288235153693,0.19248400481251848,0.568957512848144,0.25520734775771925,6.415703699719445e-10,1.0864080220545316e-09,1.7272145705002387e-09,-0.0007419109571823993,1.9953449438929056e-06,-0.0007421340347226199,0.001049380186244444,3.248094122629229e-25,0.0032591204557868266,0.008950619813755556,0.006740879544213174,2.0021899409446475e-07
I_accum,26,0.015562206001921134,0.03288281219420542,0.017320606192284288,0.4657527114485518,0.00032617206848891377,0.2753509263653646,1.2746490736346354,0.006236837316653713,0.25567945397105035,0.19508896775415135,0.5693863390503281,0.25489037688416954,6.411687875567349e-10,1.0864091672884664e-09,1.7268127909389389e-09,-0.000739423492134275,2.1086901302158543e-06,-0.0007397864922180264,0.001045961567822816,3.2269656364454766e-25,0.00326113410836059,0.008954038432177184,0.00673886589163941,2.0233184160353482e-07
I_accum,27,0.01588181590191815,0.03319308389408905,0.017311267992170903,0.4830639794407227,0.0003196098999970146,0.2764694892939022,1.273530510706098,0.006292638125945754,0.25463350381467986,0.19770969093440072,0.5698179309372122,0.25457142603779626,6.407685530719139e-10,1.0864103751892547e-09,1.726412282316953e-09,-0.0007369415821766851,2.2240770142749734e-06,-0.0007374463439690618,0.0010425521340887357,3.2059625814923435e-25,0.003263148748928991,0.008957447865911265,0.00673685125107101,2.0443214599612844e-07
I_accum,28,0.016194712169907,0.033494895346919705,0.017300183177012703,0.5003641626177354,0.00031289626798885334,0.2776015541994828,1.2723984458005173,0.006349570283633244,0.25359096390573965,0.20034599655292235,0.570252264910867,0.25425051479095867,6.403696634977174e-10,1.086411646864839e-09,1.7260130406285396e-09,-0.0007344652324338914,2.3415039250633916e-06,-0.0007351135713899785,0.001039151876838285,3.1850843532858207e-25,0.003265158664194157,0.008960848123161716,0.006734841335805843,2.0651996772061477e-07
I_accum,29,0.016500745722761955,0.033788074325347785,0.01728732860258583,0.5176514912203213,0.0003060335528549535,0.2787471747158208,1.2712528252841793,0.006407656307248956,0.25255182511375573,0.20299770423180574,0.5706893170646837,0.2539276629876034,6.399721158088679e-10,1.0864129834214955e-09,1.725615061876248e-09,-0.0007319944530576958,2.4609677939675867e-06,-0.0007327881592149537,0.0010357607937913843,3.1643303856868833e-25,0.003267158015055231,0.008964239206208615,0.00673284198494477,2.0859536339086663e-07
I_accum,30,0.016799769934198752,0.03407245192997031,0.01727268199577156,0.5349241732160929,0.00029902421143679705,0.2799064032801619,1.2700935967198381,0.006466919196490205,0.2515160783124145,0.2056646310916151,0.5711290631978863,0.25360289073328696,6.39575906971838e-10,1.0864143859630539e-09,1.725218342069125e-09,-0.0007295292592383917,2.5824641160727386e-06,-0.0007304700954814573,0.0010323788885862192,3.143700150272195e-25,0.0032691408646657056,0.008967621111413781,0.006730859135334295,2.106583858491898e-07
I_accum,31,0.01709164071079436,0.034347862676447294,0.017256221965652935,0.5521803951817458,0.0002918707765956069,0.28107929112870284,1.2689207088712973,0.006527382444102017,0.2504837143736817,0.2083465918287354,0.5715714788303002,0.2532762183850236,6.391810339421174e-10,1.0864158555900975e-09,1.724822877220932e-09,-0.000727069671198737,2.7059869149042498e-06,-0.0007281593715066198,0.0010290061707565893,3.1231931556066134e-25,0.003271101193922481,0.00897099382924341,0.0067288988060775195,2.1270908423907287e-07
I_accum,32,0.017376216567534335,0.03461414458173402,0.017237928014199686,0.5694183231959454,0.0002845758567399763,0.28226588829254606,1.2677341117074539,0.006589070046990647,0.24945472416194278,0.2110433987939329,0.5720165392173673,0.2529476665409688,6.387874936614884e-10,1.0864173933991472e-09,1.7244286633483815e-09,-0.0007246157141773412,2.831528709033391e-06,-0.0007258559818581346,0.001025642655697785,3.1028089464537877e-25,0.003273032911756275,0.008974357344302216,0.006726967088243725,2.147475040841269e-07
I_accum,33,0.01765335870284605,0.034871139249382524,0.017217780546536474,0.5866361037424819,0.0002771421353117143,0.28346624359419187,1.2665337564058081,0.006652006517571663,0.24842909852817635,0.2137548620720502,0.5724642193653938,0.2526172560299482,6.383952830553155e-10,1.0864190004818252e-09,1.7240356964693893e-09,-0.00072216741840414,2.9590804799205755e-06,-0.0007235599243203466,0.0010222883646233349,3.0825471029405626e-25,0.0032749298633438285,0.008977711635376666,0.006725070136656172,2.167736873716454e-07
I_accum,34,0.017922931073075556,0.03511869195386509,0.017195760880789536,0.6038318646232714,0.00026957237022950595,0.2846804046445695,1.2653195953554306,0.006716216895357233,0.2474068283041686,0.21648078956276337,0.5729144940470208,0.2522850079008398,6.380043990298516e-10,1.0864206779240043e-09,1.7236439726013484e-09,-0.0007197248190690517,3.088631640781987e-06,-0.0007212711998557864,0.0010189433245135853,3.062407239682194e-25,0.003276785837575955,0.008981056675486414,0.006723214162424045,2.187876726400826e-07
I_accum,35,0.018184800466365402,0.03535665172387252,0.017171851257507118,0.6210037158807785,0.0002618693932898465,0.2859084178406087,1.2640915821593914,0.006781726758786949,0.24638790429677757,0.21922098706232776,0.5733673378169056,0.2519509434118177,6.376148384695643e-10,1.0864224268049397e-09,1.7232534877594259e-09,-0.0007172879562842584,3.220170006418261e-06,-0.000718989812562268,0.0010156075680565026,3.0423890048718363e-25,0.0032785945743297046,0.008984392431943497,0.006721405425670296,2.2078949507010452e-07
I_accum,36,0.01843883657589022,0.035584871424539116,0.017146034848648895,0.6381497507294274,0.0002540361095248189,0.2871503283633522,1.2628496716366477,0.006848562237306762,0.2453723172822538,0.22197525834623594,0.5738227250276053,0.25161508401946714,6.372265982344869e-10,1.0864242481963845e-09,1.7228642379548866e-09,-0.0007148568750402696,3.3536817640266113e-06,-0.0007167157696255982,0.0010122811335808485,3.0224920793362116e-25,0.0032803497717925623,0.008987718866419152,0.006719650228207438,2.2277918657902222e-07
I_accum,37,0.01868491207240646,0.03580320783854675,0.01711829576614029,0.6552680464955677,0.0002460754965162397,0.28840618017660985,1.2615938198233903,0.006916750023700643,0.2443600580006273,0.22474340525270906,0.5742806298456476,0.25127745136777885,6.368396751575963e-10,1.086426143161691e-09,1.7224762191934434e-09,-0.000712431625155823,3.4891514450535206e-06,-0.0007144490812679357,0.0010089640649817864,3.0027161755588567e-25,0.003282045093922157,0.008991035935018214,0.006717954906077843,2.2475677591846692e-07
I_accum,38,0.018922902676072405,0.03601152174605961,0.017088619069987203,0.6723566655655548,0.00023799060366594404,0.2896760160261547,1.2603239839738454,0.0069863173866799326,0.24335111715016436,0.22752522776694864,0.5747410262677813,0.2509380672770318,6.364540660422206e-10,1.0864281127548963e-09,1.7220894274736394e-09,-0.000710012261221628,3.62656189814564e-06,-0.0007121897606918104,0.0010056564116389397,2.983061036672036e-25,0.0032836741780966905,0.00899434358836106,0.00671632582190331,2.2672228877519873e-07
I_accum,39,0.019152687227493984,0.0362096780034414,0.01705699077594742,0.6894136563415023,0.00022978455142157878,0.2909598774394593,1.2590401225605408,0.007057292183734516,0.24234548538190595,0.2303205241060616,0.5752038881373915,0.25059695373257385,6.360697676594823e-10,1.086430158019795e-09,1.7217038587852607e-09,-0.0007075988425379417,3.7658942632763007e-06,-0.0007099378240198432,0.0010023582283269126,2.963526435418415e-25,0.0032852306429564334,0.008997641771673087,0.006714769357043567,2.2867574787493904e-07
I_accum,40,0.019374147757951807,0.0363975456207066,0.017023397862754794,0.7064370542042571,0.0002214605304578232,0.292257804725973,1.257742195274027,0.007129702874251365,0.24134315329429032,0.23312909080458616,0.5756691891610691,0.25025413287350956,6.356867767457769e-10,1.086432279988997e-09,1.721319509107787e-09,-0.0007051914330459729,3.907127947117967e-06,-0.00070769329023018,0.0009990695751182926,2.9441121730835507e-25,0.003286708096451538,0.009000930424881707,0.006713291903548462,2.3061717308912192e-07
I_accum,41,0.019587169558764442,0.036574997837657254,0.01698782827889281,0.7234248824831498,0.0002130218008126357,0.2935698369779378,1.2564301630220622,0.0072035785329047945,0.2403441114278727,0.23595072280052123,0.5761369029253226,0.24990962698130506,6.353050900002935e-10,1.0864344796829742e-09,1.720936374408877e-09,-0.0007027901012531058,4.050240599744369e-06,-0.0007054561810876939,0.0009957905172791614,2.924818078400355e-25,0.003288100144077082,0.009004209482720838,0.006711899855922918,2.3254658154444704e-07
I_accum,42,0.019791641249742628,0.03674191219865661,0.01695027094891398,0.7403751534320638,0.0002044716909781856,0.2948960120717409,1.2551039879282593,0.0072789488633235805,0.23934835026014326,0.23878521352179125,0.5766070029134179,0.24956345846831915,6.34924704082579e-10,1.0864367581090941e-09,1.7205544506428955e-09,-0.0007003949201519506,4.195208092731062e-06,-0.0007032265210709828,0.0009925211251571406,2.9056440064266447e-25,0.003289400397310835,0.009007478874842859,0.006710599602689165,2.3446398773512513e-07
I_accum,43,0.01998745484668903,0.03689817062599133,0.0169107157793023,0.7572858692113661,0.00019581359694640157,0.2962363666698021,1.253763633330198,0.0073558442120400585,0.23835586020045668,0.24163235497304406,0.5770794625223359,0.24921564986627148,6.345456156101489e-10,1.0864391162606432e-09,1.7201737337494804e-09,-0.0006980059671332272,4.3420044987391075e-06,-0.0007010043372952213,0.0009892614740620253,2.886589837397036e-25,0.003290602482228115,0.009010738525937975,0.006709397517771885,2.3636940363768833e-07
I_accum,44,0.020174505827897878,0.03704365949177341,0.016869153663875536,0.7741550228752416,0.00018705098120884792,0.29759093622299326,1.252409063777007,0.0074342955827259305,0.23736663158507512,0.24449193782270887,0.5775542550798333,0.24886622381465684,6.341678211561499e-10,1.0864415551158396e-09,1.719794219652156e-09,-0.0006956233238924988,4.490602072658997e-06,-0.0006987896594309188,0.0009860116441390552,2.8676554755503914e-25,0.0032917000483055686,0.009013988355860945,0.006708299951694432,2.3826283882824535e-07
I_accum,45,0.020352693199608612,0.03717826968833358,0.016825576488724965,0.7909805993639666,0.0001781873717107349,0.29895975497358623,1.2510402450264138,0.007514334650720332,0.2363806546723368,0.24736375149021161,0.5780313538615923,0.24851520304911695,6.337913172470756e-10,1.086444075636836e-09,1.7194159042569907e-09,-0.000693247076330788,4.640971234390941e-06,-0.0006965825196186516,0.000982771720234894,2.848840847934183e-25,0.0032926867773867847,0.009017228279765106,0.0067073132226132155,2.401443006020451e-07
I_accum,46,0.02052191956036765,0.03730189669705762,0.01677997713668997,0.8077605765006566,0.0001692263607590387,0.3003428559587253,1.2496571440412747,0.007595993777854902,0.23539791963795267,0.2502475842332719,0.5785107321084517,0.248162610389779,6.334161003605399e-10,1.0864466787687156e-09,1.7190387834513044e-09,-0.000690877314449106,4.793080553347104e-06,-0.0006943829523798341,0.0009795417917563979,2.8301459031870932e-25,0.00329355639281896,0.009020458208243601,0.00670644360718104,2.420137940952167e-07
I_accum,47,0.020682091164252285,0.03741444065561758,0.016732349491365296,0.8244929259920218,0.0001601716038846339,0.3017402710144213,1.2482597289855788,0.007679306027581532,0.23441841657044157,0.2531432232351821,0.5789923630436971,0.24780846872957163,6.330421669231107e-10,1.0864493654384788e-09,1.7186628531024257e-09,-0.0006885141322369383,4.9468967347449784e-06,-0.0006921909945236115,0.0009763219525222583,2.8115706103012524e-25,0.003294302668743781,0.009023678047477742,0.006705697331256219,2.4387132240854543e-07
I_accum,48,0.02083311798291057,0.037515806423549625,0.016682688440639054,0.8411756144326609,0.00015102681865828554,0.303152030780061,1.246847969219939,0.007764305180407748,0.23344213546670908,0.2560504546919822,0.5794762198904069,0.24745280102252953,6.326695133082078e-10,1.0864521365540248e-09,1.7182881090565024e-09,-0.0006861576275547472,5.102384607777956e-06,-0.0006900066850499566,0.0009731123006076302,2.7931149573655963e-25,0.0032949194395287085,0.00902688769939237,0.006705080560471291,2.457168867331372e-07
I_accum,49,0.020974913766371277,0.037605903646130964,0.016630989879759688,0.8578066043124205,0.00014179578346070615,0.30457816470342747,1.2454218352965727,0.007851025749645125,0.23246906622777855,0.2589690638994334,0.5799622758888313,0.24709563027209636,6.322981358340675e-10,1.0864549930031272e-09,1.717914547137366e-09,-0.0006838079020105418,5.259507115739765e-06,-0.0006878300650490636,0.0009699129381818547,2.774778950291781e-25,0.0032954006093419428,0.009030087061818145,0.0067045993906580574,2.4755048647782656e-07
I_accum,50,0.02110739610257778,0.03768464681650799,0.01657725071393021,0.8743838550263507,0.00013248233620650335,0.30601870104622614,1.243981298953774,0.007939502997476438,0.2314991986546785,0.2618988353397097,0.5804505043137984,0.24673697951943668,6.319280307617773e-10,1.0864579356524054e-09,1.7175421631454535e-09,-0.0006814650608305996,5.418225308179092e-06,-0.0006856611775971354,0.0009667239713394064,2.7565626115242076e-25,0.003295740161847928,0.009033276028660595,0.006704259838152073,2.4937211939817465e-07
I_accum,51,0.02123048647560005,0.037751955336028785,0.016521468860428736,0.8909053238867795,0.00012309037302226863,0.30747366689010974,1.2425263331098904,0.00802977295134645,0.23053252244449568,0.2648395527677032,0.5809408784921288,0.24637687183176793,6.315591942933848e-10,1.0864609653462932e-09,1.7171709528567866e-09,-0.0006791292127244088,5.578498335159908e-06,-0.0006835000676486744,0.0009635455099242035,2.7384659787357173e-25,0.0032959321700190467,0.009036454490075797,0.006704067829980953,2.511817817268994e-07
I_accum,52,0.021344110322478925,0.037807753572732715,0.01646364325025379,0.9073689671370333,0.00011362384687887625,0.3089430881431955,1.2410569118568047,0.008121872420682392,0.22956902718659847,0.26779099929686084,0.581433371820048,0.2460153302907221,6.311916225700813e-10,1.0864640829060054e-09,1.7168009120220126e-09,-0.0006768004697439281,5.740283443707172e-06,-0.0006813467819253838,0.0009603776673474308,2.7204891035105223e-25,0.003295970806053095,0.00903962233265257,0.006704029193946906,2.529794683055822e-07
I_accum,53,0.021448197088656994,0.03785197091795092,0.01640377382929393,0.9237727409663272,0.00010408676617806867,0.3104269895470687,1.2395730104529314,0.008215839013949296,0.2286087023590378,0.2707529574844545,0.5819279577805817,0.24565237798074951,6.308253116704673e-10,1.086467289128503e-09,1.7164320363655063e-09,-0.0006744789471372568,5.903535976508698e-06,-0.0006792013688018028,0.0009572205603990394,2.7026320500160152e-25,0.003295850351381283,0.00904277943960096,0.006704149648618717,2.5476517271748715e-07
I_accum,54,0.02154268028195077,0.037884541840971564,0.016341861559020794,0.9401146025253481,9.448319329377619e-05,0.3119253946842636,1.2380746053157363,0.008311711156045863,0.22765153732513194,0.2737252094161971,0.5824246099609217,0.24528803797757265,6.30460257608898e-10,1.0864705847854598e-09,1.7160643215845368e-09,-0.0006721647631968275,6.068209372952442e-06,-0.0006770638781878008,0.000954074309053098,2.6848948936651e-25,0.0032955652067542703,0.009045925690946902,0.00670443479324573,2.565388874213279e-07
I_accum,55,0.02162749752501891,0.037905405941724216,0.016277908416705306,0.9563925109420534,8.481724306813945e-05,0.3134383259862144,1.2365616740137857,0.008409528106046503,0.22669752133024054,0.2767075367901106,0.582923302069748,0.244922333336703,6.300964563339157e-10,1.086473970622231e-09,1.7156977633484982e-09,-0.0006698580391022317,6.234255172565851e-06,-0.0006749343614080628,0.00095093903626718,2.6672777197707067e-25,0.0032951099023982152,0.00904906096373282,0.006704890097601785,2.5830060388581583e-07
