task,step,sent_signal,measured_signal,noise_feedback,phase_error,lattice_distance_a,x,y,z,vx,vy,vz,speed,curvature,energy_drift
D_track,160,-0.01777113990764581,-0.017800491442985265,-2.93515353394537e-05,0.28178173752636715,0.10203797207007471,5.824112206883204e-10,1.0870901629043973e-09,1.6675386669253112e-09,-0.0007499177061271145,1.9068169789469283e-06,-0.0007459588629792122,0.0010577498887597123,0.0005225579106565151,1.9501706981915962e-07
D_track,165,-0.01951281930574527,-0.020078757719119694,-0.0005659384133744234,0.2645807628191239,0.09675518755425357,5.803764007352968e-10,1.0870926788417906e-09,1.6655172473602047e-09,-0.0007487647106236534,3.012332006458899e-07,-0.0007432094701701052,0.0010549924166397087,0.0007450544953673295,1.9673545420067227e-07
D_track,170,-0.0209558214971278,-0.021989887862344137,-0.0010340663652163365,0.24695552663356235,0.09148989479066436,5.783471568888776e-10,1.0870912730833224e-09,1.6635052927783926e-09,-0.0007460484025319384,-1.0139723652239394e-06,-0.0007391884371614746,0.001050232732632933,0.001118288739556522,1.9969101112620497e-07
D_track,175,-0.02207426329380807,-0.02350469592724378,-0.0014304326334357124,0.22891858134239218,0.08625332382569276,5.763285261232128e-10,1.0870870113522254e-09,1.661506819748584e-09,-0.0007412770559659725,-1.8651529012642566e-06,-0.0007335464482178583,0.0010428736952239038,0.0016443967979053605,2.042343484227407e-07
D_track,180,-0.022847126977228405,-0.024599640537178585,-0.0017525135599501807,0.2104847253257085,0.0810598026869329,5.743269435801832e-10,1.0870814721334418e-09,1.6595268308293862e-09,-0.0007339222088782236,-2.0538148461276902e-06,-0.0007259125740222398,0.0010322766547605862,0.0023292925706472458,2.107206452414517e-07
D_track,185,-0.023258757961082264,-0.02525733858769105,-0.0019985806266087855,0.19167103769449767,0.07592693543527118,5.72350314954867e-10,1.0870768067103387e-09,1.6575713535233143e-09,-0.0007234365430729634,-1.3616228017200477e-06,-0.0007159071263667995,0.0010177845054100511,0.0031831095337411224,2.1948383622385963e-07
D_track,190,-0.02329928106594982,-0.025466990380387328,-0.0021677093144375076,0.1724968270447631,0.07087565539054559,5.704080262933007e-10,1.087075779752793e-09,1.6556474347261784e-09,-0.0007092805491753427,4.409014526002202e-07,-0.0007031605154883385,0.0009987561275778952,0.004217228056910859,2.3080188084013198e-07
D_track,195,-0.02296492015824314,-0.025224703294591384,-0.002259783136348243,0.1529834783393289,0.06593010238797527,5.685108657374184e-10,1.0870817793578543e-09,1.6537630733486287e-09,-0.0006909588416065704,3.5813679815265774e-06,-0.0006873386501807581,0.0009746134449222519,0.005441793521189585,2.4485447847089104e-07
D_track,200,-0.022258207025733723,-0.02453370242103057,-0.0022754953952968462,0.13315418790066014,0.06111727331064626,5.66670831294351e-10,1.0870987843797665e-09,1.6519270736651135e-09,-0.0006680657387140383,8.267990852277095e-06,-0.0006681745330292227,0.0009449007342070843,0.006863509355408888,2.616772000428593e-07
D_track,205,-0.021188067509017205,-0.02340441844045599,-0.002216350931438786,0.11303358576293254,0.05646640559474013,5.649008027437709e-10,1.0871312774093004e-09,1.6501488049998733e-09,-0.0006403378002350179,1.4668040542759856e-05,-0.0006455043478715176,0.0009093533487837493,0.008483331811085749,2.8111913854131516e-07
D_track,210,-0.019769776191252662,-0.021854445371397833,-0.0020846691801451704,0.09264725685301389,0.052008077184459565,5.632140659911462e-10,1.0871840946452929e-09,1.6484378607344342e-09,-0.0006077085523669411,2.2883745086854036e-05,-0.0006193046142419106,0.0008679697895839723,0.010293858489207818,3.0281400055805654e-07
D_track,215,-0.018024775316095323,-0.01990836353216552,-0.001883588216070195,0.07202118626655984,0.047773044336754715,5.616236953693452e-10,1.0872622096940118e-09,1.6468036218634943e-09,-0.0005703580534251183,3.292822117211836e-05,-0.0005897252003739888,0.0008210775778284238,0.012276282332888019,3.2617574153895217e-07
D_track,220,-0.01598035878945895,-0.017597426072729714,-0.0016170672832707643,0.05118116690233343,0.04379088684102062,5.601418227681672e-10,1.0873704570288571e-09,1.6452547467904507e-09,-0.0005287479914737643,4.47050150188636e-05,-0.0005571116657601934,0.0007693805202768486,0.014396801869030215,3.504279177284499e-07
D_track,225,-0.013669227634918752,-0.014959110732864983,-0.0012898830979462313,0.030152216901258022,0.040088578348295247,5.587788488874059e-10,1.0875132115742615e-09,1.6437986274378372e-09,-0.0004836325706790412,5.7995365832930785e-05,-0.0005220101931146344,0.000713973786350235,0.01660239891818477,3.746700102949854e-07
D_track,230,-0.011128928468848708,-0.01203654220978748,-0.000907613740938772,0.008958056842553574,0.03668913151458099,5.575426758590565e-10,1.0876940517937567e-09,1.6424408680873046e-09,-0.00043603732737550947,7.245702207976498e-05,-0.0004851498206342335,0.0006563146496726047,0.018816028431499456,3.979746710917176e-07
D_track,235,-0.008401190780755132,-0.008877794872253281,-0.0004766040914981496,0.012379309191866916,0.03361046613180841,5.564380550730105e-10,1.0879154421712758e-09,1.6411848527546024e-09,-0.00038720249148231184,8.763714143074225e-05,-0.0004473999682231469,0.0005981410950054632,0.02093172549710357,4.194996931186576e-07
D_track,240,-0.005531181559486491,-0.005535090556721637,-3.908997235146407e-06,0.03383987834964719,0.03086460333836572,5.554661429661572e-10,1.0881784743818924e-09,1.6400314649515102e-09,-0.0003384939999336569,0.00010299957438669868,-0.00040970592092762074,0.0005413372719091836,0.022811255405194856,4.3859146816920594e-07
D_track,245,-0.0025666969347321127,-0.002063911285428433,0.0005027856493036798,0.05540578818404551,0.028457208211155608,5.546243375273369e-10,1.0884827028458289e-09,1.638979008259915e-09,-0.00029129231901332754,0.00011796409421777975,-0.0003730099111853665,0.0004877531511772102,0.024285996653501018,4.5485640209032554e-07
D_track,250,0.0004426897848694552,0.0014779493938487833,0.001035259608979328,0.07706131875995448,0.026387417841494877,5.539064309861514e-10,1.0888260994444831e-09,1.6380233487154927e-09,-0.00024687486396658036,0.00013195257270524514,-0.0003381692924934196,0.00043899561533977823,0.02517031234563155,4.681844462567796e-07
D_track,255,0.0034465055100098402,0.005031372003440943,0.0015848664934311027,0.09879278234965128,0.024647849209545145,5.533030665350697e-10,1.0892051356282595e-09,1.6371582658312952e-09,-0.0002063101911735005,0.00014443544178276827,-0.000305884726481377,0.0003962208446303861,0.02529326284104277,4.787222326930858e-07
D_track,260,0.006394263599060332,0.008536912846109013,0.002142649247048682,0.12058833476010955,0.023224717084803587,5.528024396137206e-10,1.0896149813435413e-09,1.6363759659826118e-09,-0.0001703803162421458,0.00015497155119930414,-0.0002766496790981058,0.00035997316398445186,0.02454923808150017,4.868071598786911e-07
D_track,265,0.009236343749254704,0.011935807955889489,0.0026994642066347843,0.14243774412551202,0.022098097833763892,5.523911484568441e-10,1.090049793335768e-09,1.6356676878109497e-09,-0.00013954180536009588,0.00016323585678500218,-0.00025072816288710054,0.000330124933999583,0.02295243318612467,4.928828004102743e-07
D_track,270,0.011924851464788526,0.01517097163553263,0.0032461201707441045,0.1643321486035454,0.021242481268691753,5.520550825061437e-10,1.0905030542133764e-09,1.6350243198937418e-09,-0.0001139282570143023,0.00016903191449705077,-0.00022816178136707773,0.00030595626213799477,0.02066537145761127,4.974172857316677e-07
D_track,275,0.014414443737854811,0.0181879824282688,0.0037735386904139898,0.18626382645124195,0.02062776569920415,5.517802435997901e-10,1.090967920399474e-09,1.63443695760649e-09,-9.338870459872878e-05,0.0001722892099452629,-0.00020880140610386115,0.00028636174535216996,0.01797951627544002,5.008406424220366e-07
D_track,280,0.016663108091250385,0.020936042618891353,0.004272934527640968,0.20822599307491352,0.02022072997487471,5.515534200752584e-10,1.0914375417910422e-09,1.6338973458399804e-09,-7.755050627597411e-05,0.00017304808917423294,-0.0001923547931787098,0.0002701112523560198,0.015259475009914076,5.035079512002011e-07
D_track,285,0.01863288263200429,0.023368887667447838,0.004736005035443549,0.2302126317618307,0.01998682307376822,5.513626698586151e-10,1.0919053265589285e-09,1.6333981807835865e-09,-6.589278837720881e-05,0.000171436797280993,-0.00017844000555242932,0.0002560727838010883,0.012885863201745468,5.056867647096846e-07
D_track,290,0.02029050542226274,0.02544561627279513,0.005155110850532392,0.25221835889261257,0.019891971741095867,5.511976054003248e-10,1.0923651377677697e-09,1.632933270177631e-09,-5.7817585904728975e-05,0.00016764557645573393,-0.00016663562333937303,0.00024334202988946947,0.011207275600525726,5.075620968698443e-07
D_track,295,0.021607982388212273,0.02713141374673979,0.005523431358527519,0.2742383207139727,0.019904103723905886,5.510495026690976e-10,1.0928114209869526e-09,1.632497571518828e-09,-5.270948140587773e-05,0.00016190205961804456,-0.0001565215865155282,0.00023127812993013283,0.010456845752203838,5.092509682116287e-07
D_track,300,0.022563064193101598,0.028398149336605553,0.0058350851435039555,0.2962681169233119,0.0199942009819187,5.509112738332059e-10,1.0932392713427295e-09,1.6320871388151409e-09,-4.997921056024072e-05,0.00015445077360999563,-0.0001477079517797675,0.00021947802162386356,0.010632550949648698,5.108198503322832e-07
D_track,305,0.02313962397732923,0.029224837580068913,0.006085213602739684,0.31830374583920307,0.020136850343433075,5.507773484958623e-10,1.0936444535099847e-09,1.6316990108518018e-09,-4.909090085802918e-05,0.0001455379875968311,-0.00013985180755480214,0.000207725180123002,0.011508151757632179,5.123007991048909e-07
D_track,310,0.023327929568708775,0.02959796114798311,0.006270031579274336,0.3403415662473446,0.02031037335490131,5.506435043074133e-10,1.0940233892904469e-09,1.6313310699275683e-09,-4.957543516395547e-05,0.00013540184532935662,-0.00013266448123100703,0.00019593684714872488,0.012810195919797412,5.137043654606054e-07
D_track,315,0.023124805630420884,0.02951165683805717,0.006386851207636286,0.36237827168467174,0.020496665906674982,5.505066786470926e-10,1.094373125834817e-09,1.6309818927940495e-09,-5.1033685464879076e-05,0.0001242669167494019,-0.000125911910134301,0.00018412091886637778,0.014343757685596899,5.150289513232233e-07
D_track,320,0.02253368318382653,0.028967768165380863,0.006434084981554334,0.38441087368269766,0.0206808747531624,5.503647826717639e-10,1.0946912946122276e-09,1.630650607806243e-09,-5.3133368239887186e-05,0.00011234199020640288,-0.0001194109136654304,0.00017234513015012594,0.016001013988658566,5.162670944049354e-07
D_track,325,0.021564535963269144,0.02797576862865074,0.006411232665381596,0.4064366911983508,0.020851008583227464,5.502165298936299e-10,1.0949760680335342e-09,1.6303367657738985e-09,-5.560256874423371e-05,9.981996434439373e-05,-0.0001130235070215327,0.00016071709327921446,0.017728704109825147,5.174094319082591e-07
D_track,330,0.020233705079953566,0.026552560182454093,0.006318855102500527,0.4284533440654341,0.020997546895603736,5.500612846781624e-10,1.0952261178724315e-09,1.6300402273524853e-09,-5.8222054028582036e-05,8.687891869812286e-05,-0.00010665068661419863,0.00014937243067160078,0.019498752389156163,5.184470590818969e-07
D_track,335,0.01856361544623292,0.02472215217481799,0.00615853672858507,0.45045874879531134,0.021113081389642255,5.498989317064593e-10,1.0954405775626666e-09,1.6297610669626792e-09,-6.08176534888065e-05,7.36837087257688e-05,-0.00010022650370610582,0.00013846814779081332,0.021288170614688302,5.193728475914502e-07
D_track,340,0.016582389298935376,0.022515227097315554,0.005932837798380178,0.47245111545264606,0.021192004835354574,5.497297650441148e-10,1.0956190090679657e-09,1.6294994917653308e-09,-6.325336003933453e-05,6.038766640125893e-05,-9.371280337955139e-05,0.00012817857592792127,0.023064676818762835,5.201821227591908e-07
D_track,345,0.014323363924147885,0.01996860084147084,0.005645236917322955,0.49442894464835785,0.021230250422248523,5.495543943862446e-10,1.0957613741834892e-09,1.6292557736702639e-09,-6.542540186519923e-05,4.7134163017109685e-05,-8.709473406145422e-05,0.00011869121801456802,0.024775049509953503,5.208729602486304e-07
D_track,350,0.011824522294472012,0.0171245866122212,0.00530006431774919,0.5163910239447742,0.0212250781939862,5.493736657736442e-10,1.0958680096687112e-09,1.6290301923316674e-09,-6.725730592982119e-05,3.4057907711203615e-05,-8.037698677960812e-05,0.00011019957478308036,0.026335901254639603,5.214462612768893e-07
D_track,355,0.009127846756661668,0.014030273089625577,0.00490242633296391,0.5383364231723848,0.02117490228924069,5.491885942208136e-10,1.0959396053929088e-09,1.6288229873133114e-09,-6.869586156455233e-05,2.1285926796128236e-05,-7.358065803539403e-05,0.00010288986982491457,0.027629879737633693,5.219056966644438e-07
D_track,360,0.006278607131557857,0.010736728771281165,0.004458121639723308,0.5602644883256285,0.021079151817793133,5.490003060289245e-10,1.0959771845975083e-09,1.6286343179337409e-09,-6.970784786434835e-05,8.938210122350492e-06,-6.674061070375444e-05,9.69194757062817e-05,0.028513385501123773,5.222575660284311e-07
D_track,365,0.0033245955935351673,0.0072981456294785325,0.003973550035943366,0.5821748338461572,0.020938158337954833,5.48809988946019e-10,1.0959820853820926e-09,1.6284642296399434e-09,-7.027738013177308e-05,-2.8719666053766905e-06,-5.990321105610144e-05,9.238805683203845e-05,0.028841644068757114,5.225105918024338e-07
D_track,370,0.00031532147270970187,0.003770936249883243,0.003455614777173541,0.6040673332229183,0.020753063502845295,5.486188487182173e-10,1.0959559425668754e-09,1.6283126260677054e-09,-7.040373915404905e-05,-1.4038022242307397e-05,-5.312433388115411e-05,8.930815979328672e-05,0.02850899753249753,5.226756529045026e-07
D_track,375,-0.0026988203356112517,0.00021279941244631848,0.00291161974805757,0.6259421079428078,0.0205257412067548,5.484280709214582e-10,1.0959006691546994e-09,1.6281792462122302e-09,-7.009956238423492e-05,-2.4460324922101618e-05,-4.6467545043662344e-05,8.758703605066687e-05,0.027487880462539166,5.227654558935118e-07
D_track,380,-0.005667393364202225,-0.0033182304911610833,0.002349162873041142,0.6477995149116844,0.020258729343342753,5.482387872640558e-10,1.095818436700633e-09,1.6280636463498482e-09,-6.938929308891345e-05,-3.404668806240573e-05,-4.00023885070906e-05,8.70301215078441e-05,0.025842588286741332,5.227941397889846e-07
D_track,385,-0.008540761906745365,-0.006764734802288983,0.0017760271044563822,0.6696401325263297,0.019955167027983743,5.480520458054934e-10,1.0957116539927448e-09,1.6279651865223067e-09,-6.830780001597631e-05,-4.271307114265566e-05,-3.380272155299846e-05,8.736696156928958e-05,0.023707344337089667,5.227768126997277e-07
D_track,390,-0.011270917779791029,-0.01007084760994736,0.001200070169843668,0.6914647456078851,0.019618733828564567,5.478687847492511e-10,1.0955829435520088e-09,1.6278830215225467e-09,-6.689909534722561e-05,-5.038444552778114e-05,-2.794505733765105e-05,8.828933989459731e-05,0.02124298217769959,5.227290228702171e-07
D_track,395,-0.013812277973161967,-0.013183163768294152,0.0006291142048678155,0.7132743294081609,0.01925358820969432,5.476898096407726e-10,1.0954351155726387e-09,1.6278160964083798e-09,-6.521509255256037e-05,-5.699578222616884e-05,-2.2506888181356164e-05,8.948791820027969e-05,0.018597616797108765,5.226661728713373e-07
D_track,400,-0.016122440223997905,-0.01605160372215346,7.083650184444568e-05,0.735070032880055,0.018864303054320457,5.47515773939256e-10,1.0952711390470275e-09,1.6277631466208515e-09,-6.331435850114022e-05,-6.249311489444232e-05,-1.7564976284704135e-05,9.067869536723107e-05,0.015886963396531305,5.226028927254109e-07
D_track,405,-0.018162884319039337,-0.01863022155924826,-0.0004673372402089239,0.7568531613690057,0.018455796816917943,5.473471630363024e-10,1.0950941099518152e-09,1.6277227027998596e-09,-6.12608261269752e-05,-6.683462805842815e-05,-1.3193610927248928e-05,9.16178350255426e-05,0.01319554033522372,5.22552395066877e-07
D_track,410,-0.019899607878179223,-0.02087794356277816,-0.0009783356845989369,0.778625158836943,0.01803325961223826,5.471842818673381e-10,1.0949072165118217e-09,1.6276931003735191e-09,-5.912244531744517e-05,-6.999171798869587e-05,-9.462842489835638e-06,9.210781462672354e-05,0.010595654705401773,5.225258422592223e-07
D_track,415,-0.021303686483587284,-0.02275922564477602,-0.0014555391611887347,0.8003875896754082,0.017602074370487834,5.470272463045275e-10,1.0947137017036595e-09,1.6276724939530603e-09,-5.696976057907965e-05,-7.194997242997096e-05,-6.436713660617715e-06,9.19988230134496e-05,0.00819158899886896,5.225317609436569e-07
D_track,420,-0.022351749275117412,-0.024244619351520426,-0.0018928700764030137,0.8221421201040826,0.017167734092636895,5.468759785339616e-10,1.0945168233066807e-09,1.6276588764954915e-09,-5.487441440032131e-05,-7.271001577055821e-05,-4.171516732514904e-06,9.118853711395236e-05,0.006227759260018715,5.225755430290338e-07
D_track,425,-0.02302636251496597,-0.025311237595881726,-0.0022848750809157554,0.8438904990910965,0.01673575718866888,5.467302066068487e-10,1.0943198119507371e-09,1.6276501031061915e-09,-5.290758494805102e-05,-7.228816847767339e-05,-2.714112757231396e-06,8.962230891329844e-05,0.00528621654760546,5.226590729702131e-07
D_track,430,-0.023316315111816806,-0.025943112853121352,-0.0026267977413045457,0.8656345386800517,0.016311603807668402,5.465894683163175e-10,1.0941258277427538e-09,1.6276439192479823e-09,-5.113837560681687e-05,-7.071687384396471e-05,-2.100353269478486e-06,8.729502385487796e-05,0.006007223222034485,5.227805188044415e-07
D_track,435,-0.023216801664610286,-0.026131442234835562,-0.0029146405702252763,0.8873760935736996,0.01590059685367679,5.46453119490942e-10,1.0939379161719457e-09,1.6276379930075347e-09,-4.96321816593136e-05,-6.804485128651168e-05,-2.3536481564235643e-06,8.425553336434841e-05,0.00811866483360624,5.229343185368796e-07
D_track,440,-0.02272950021491417,-0.025874715615642946,-0.0031452154007287764,0.9091170398129247,0.015507851856811462,5.463203467165576e-10,1.0937589640914951e-09,1.6276299509500623e-09,-4.844906587013056e-05,-6.4336943456564e-05,-3.4837239261510234e-06,8.061445657830237e-05,0.011022559438708477,5.231113841009027e-07
D_track,445,-0.021862543560061537,-0.025178724818377258,-0.003316181258315721,0.9308592524073678,0.015138219829946025,5.461901844033048e-10,1.0935916566481747e-09,1.6276174169750347e-09,-4.764217965924011e-05,-5.967363395039611e-05,-5.48561514026044e-06,7.655593931888128e-05,0.014425833646579787,5.23299532619078e-07
D_track,450,-0.0206303846518584,-0.024056453762135874,-0.003426069110277475,0.9526045818232065,0.01479624648031592,5.460615360095764e-10,1.0934384360773013e-09,1.6275980534748495e-09,-4.725626978552209e-05,-5.415022303351354e-05,-8.338928253474686e-06,7.235288116611463e-05,0.01819340020418048,5.234841397532361e-07
